sampleid	R1	R2
sample	/fsx/wgs-short-read/RU42218/fastqs/SQ6131_L001_R1_001.fastq.gz	/fsx/wgs-short-read/RU42218/fastqs/SQ6131_L001_R2_001.fastq.gz
